3.5974e-16,5.875,0,0,1,1,1
3.5974e-16,5.875,0,16.2,1,2,1
3.5974e-16,5.875,0,32.4,1,3,1
3.5974e-16,5.875,0,48.6,1,4,1
3.5974e-16,5.875,0,64.8,1,5,1
3.5974e-16,5.875,0,81,1,6,1
0,0,0,0,2,7,1
0,0,0,16.2,2,8,1
0,0,0,32.4,2,9,1
0,0,0,48.6,2,10,1
0,0,0,64.8,2,11,1
0,0,0,81,2,12,1
-3.5974e-16,-5.875,0,0,3,13,1
-3.5974e-16,-5.875,0,16.2,3,14,1
-3.5974e-16,-5.875,0,32.4,3,15,1
-3.5974e-16,-5.875,0,48.6,3,16,1
-3.5974e-16,-5.875,0,64.8,3,17,1
-3.5974e-16,-5.875,0,81,3,18,1
434.12,40.05,0,0,1,19,2
434.12,40.05,0,16.2,1,20,2
434.12,40.05,0,32.4,1,21,2
434.12,40.05,0,48.6,1,22,2
434.12,40.05,0,64.8,1,23,2
434.12,40.05,0,81,1,24,2
440,40.05,0,0,2,25,2
440,40.05,0,16.2,2,26,2
440,40.05,0,32.4,2,27,2
440,40.05,0,48.6,2,28,2
440,40.05,0,64.8,2,29,2
440,40.05,0,81,2,30,2
445.87,40.05,0,0,3,31,2
445.87,40.05,0,16.2,3,32,2
445.87,40.05,0,32.4,3,33,2
445.87,40.05,0,48.6,3,34,2
445.87,40.05,0,64.8,3,35,2
445.87,40.05,0,81,3,36,2
56.335,158.22,0,0,1,37,3
56.335,158.22,0,16.2,1,38,3
56.335,158.22,0,32.4,1,39,3
56.335,158.22,0,48.6,1,40,3
56.335,158.22,0,64.8,1,41,3
56.335,158.22,0,81,1,42,3
53.398,163.3,0,0,2,43,3
53.398,163.3,0,16.2,2,44,3
53.398,163.3,0,32.4,2,45,3
53.398,163.3,0,48.6,2,46,3
53.398,163.3,0,64.8,2,47,3
53.398,163.3,0,81,2,48,3
50.46,168.39,0,0,3,49,3
50.46,168.39,0,16.2,3,50,3
50.46,168.39,0,32.4,3,51,3
50.46,168.39,0,48.6,3,52,3
50.46,168.39,0,64.8,3,53,3
50.46,168.39,0,81,3,54,3
-83.255,94.032,0,0,1,55,4
-83.255,94.032,0,16.2,1,56,4
-83.255,94.032,0,32.4,1,57,4
-83.255,94.032,0,48.6,1,58,4
-83.255,94.032,0,64.8,1,59,4
-83.255,94.032,0,81,1,60,4
-83.255,99.907,0,0,2,61,4
-83.255,99.907,0,16.2,2,62,4
-83.255,99.907,0,32.4,2,63,4
-83.255,99.907,0,48.6,2,64,4
-83.255,99.907,0,64.8,2,65,4
-83.255,99.907,0,81,2,66,4
-83.255,105.78,0,0,3,67,4
-83.255,105.78,0,16.2,3,68,4
-83.255,105.78,0,32.4,3,69,4
-83.255,105.78,0,48.6,3,70,4
-83.255,105.78,0,64.8,3,71,4
-83.255,105.78,0,81,3,72,4
-189.18,209.91,0,0,1,73,5
-189.18,209.91,0,16.2,1,74,5
-189.18,209.91,0,32.4,1,75,5
-189.18,209.91,0,48.6,1,76,5
-189.18,209.91,0,64.8,1,77,5
-189.18,209.91,0,81,1,78,5
-183.3,209.91,0,0,2,79,5
-183.3,209.91,0,16.2,2,80,5
-183.3,209.91,0,32.4,2,81,5
-183.3,209.91,0,48.6,2,82,5
-183.3,209.91,0,64.8,2,83,5
-183.3,209.91,0,81,2,84,5
-177.43,209.91,0,0,3,85,5
-177.43,209.91,0,16.2,3,86,5
-177.43,209.91,0,32.4,3,87,5
-177.43,209.91,0,48.6,3,88,5
-177.43,209.91,0,64.8,3,89,5
-177.43,209.91,0,81,3,90,5
-53.304,255.78,0,0,1,91,6
-53.304,255.78,0,16.2,1,92,6
-53.304,255.78,0,32.4,1,93,6
-53.304,255.78,0,48.6,1,94,6
-53.304,255.78,0,64.8,1,95,6
-53.304,255.78,0,81,1,96,6
-53.304,249.91,0,0,2,97,6
-53.304,249.91,0,16.2,2,98,6
-53.304,249.91,0,32.4,2,99,6
-53.304,249.91,0,48.6,2,100,6
-53.304,249.91,0,64.8,2,101,6
-53.304,249.91,0,81,2,102,6
-53.305,244.03,0,0,3,103,6
-53.305,244.03,0,16.2,3,104,6
-53.305,244.03,0,32.4,3,105,6
-53.305,244.03,0,48.6,3,106,6
-53.305,244.03,0,64.8,3,107,6
-53.305,244.03,0,81,3,108,6
90.821,309.91,0,0,1,109,7
90.821,309.91,0,16.2,1,110,7
90.821,309.91,0,32.4,1,111,7
90.821,309.91,0,48.6,1,112,7
90.821,309.91,0,64.8,1,113,7
90.821,309.91,0,81,1,114,7
96.696,309.91,0,0,2,115,7
96.696,309.91,0,16.2,2,116,7
96.696,309.91,0,32.4,2,117,7
96.696,309.91,0,48.6,2,118,7
96.696,309.91,0,64.8,2,119,7
96.696,309.91,0,81,2,120,7
102.57,309.91,0,0,3,121,7
102.57,309.91,0,16.2,3,122,7
102.57,309.91,0,32.4,3,123,7
102.57,309.91,0,48.6,3,124,7
102.57,309.91,0,64.8,3,125,7
102.57,309.91,0,81,3,126,7
246.7,375.78,0,0,1,127,8
246.7,375.78,0,16.2,1,128,8
246.7,375.78,0,32.4,1,129,8
246.7,375.78,0,48.6,1,130,8
246.7,375.78,0,64.8,1,131,8
246.7,375.78,0,81,1,132,8
246.7,369.9,0,0,2,133,8
246.7,369.9,0,16.2,2,134,8
246.7,369.9,0,32.4,2,135,8
246.7,369.9,0,48.6,2,136,8
246.7,369.9,0,64.8,2,137,8
246.7,369.9,0,81,2,138,8
246.7,364.03,0,0,3,139,8
246.7,364.03,0,16.2,3,140,8
246.7,364.03,0,32.4,3,141,8
246.7,364.03,0,48.6,3,142,8
246.7,364.03,0,64.8,3,143,8
246.7,364.03,0,81,3,144,8
380.82,409.95,0,0,1,145,9
380.82,409.95,0,16.2,1,146,9
380.82,409.95,0,32.4,1,147,9
380.82,409.95,0,48.6,1,148,9
380.82,409.95,0,64.8,1,149,9
380.82,409.95,0,81,1,150,9
386.7,409.95,0,0,2,151,9
386.7,409.95,0,16.2,2,152,9
386.7,409.95,0,32.4,2,153,9
386.7,409.95,0,48.6,2,154,9
386.7,409.95,0,64.8,2,155,9
386.7,409.95,0,81,2,156,9
392.57,409.95,0,0,3,157,9
392.57,409.95,0,16.2,3,158,9
392.57,409.95,0,32.4,3,159,9
392.57,409.95,0,48.6,3,160,9
392.57,409.95,0,64.8,3,161,9
392.57,409.95,0,81,3,162,9
211.7,429.13,0,0,1,163,10
211.7,429.13,0,16.2,1,164,10
211.7,429.13,0,32.4,1,165,10
211.7,429.13,0,48.6,1,166,10
211.7,429.13,0,64.8,1,167,10
211.7,429.13,0,81,1,168,10
211.7,435,0,0,2,169,10
211.7,435,0,16.2,2,170,10
211.7,435,0,32.4,2,171,10
211.7,435,0,48.6,2,172,10
211.7,435,0,64.8,2,173,10
211.7,435,0,81,2,174,10
211.7,440.88,0,0,3,175,10
211.7,440.88,0,16.2,3,176,10
211.7,440.88,0,32.4,3,177,10
211.7,440.88,0,48.6,3,178,10
211.7,440.88,0,64.8,3,179,10
211.7,440.88,0,81,3,180,10
