1,19,0,0,0,Inf,0,0
1,19,5.8273,81,236.01,Inf,0,0
1,19,0.93207,81,75.497,Inf,0,0
1,19,1.7516,20.043,88.495,Inf,0,0
1,19,2.389,20.043,47.882,-34.125,400,40
1,19,0.52234,1.8655,5.7218,-34.125,400,40
1,19,0.053606,0,0.05,Inf,0,0
1,20,0,0,0,Inf,0,0
1,20,5.8273,81,236.01,Inf,0,0
1,20,0.96412,81,78.094,Inf,0,0
1,20,1.7786,19.103,89.024,Inf,0,0
1,20,2.549,19.103,48.695,-31,403.13,36.875
1,20,0.062271,19.969,1.2165,Inf,0,0
1,20,0.1083,16.2,1.9585,Inf,0,0
1,25,0,0,0,Inf,0,0
1,25,5.8273,81,236.01,Inf,0,0
1,25,1.0645,81,86.226,Inf,0,0
1,25,1.8032,18.247,89.483,Inf,0,0
1,25,2.4348,18.247,44.428,-28.283,411.72,34.158
1,25,0.042691,18.84,0.79165,Inf,0,0
1,25,0.54139,0,5.1,Inf,0,0
1,26,0,0,0,Inf,0,0
1,26,5.8273,81,236.01,Inf,0,0
1,26,1.0242,81,82.963,Inf,0,0
1,26,1.768,19.473,88.819,Inf,0,0
1,26,2.5984,19.473,50.597,-32.211,407.79,38.086
1,26,0.010472,19.618,0.20469,Inf,0,0
1,26,0.098229,16.2,1.7592,Inf,0,0
1,31,0,0,0,Inf,0,0
1,31,5.8273,81,236.01,Inf,0,0
1,31,1.0767,81,87.21,Inf,0,0
1,31,1.7513,20.056,88.488,Inf,0,0
1,31,2.3883,20.056,47.9,-34.169,411.71,40.044
1,31,0.55845,0.62183,5.7738,-34.169,411.71,40.044
1,31,0.017869,0,0.0055556,Inf,0,0
1,32,0,0,0,Inf,0,0
1,32,5.8273,81,236.01,Inf,0,0
1,32,1.0767,81,87.21,Inf,0,0
1,32,1.7513,20.056,88.488,Inf,0,0
1,32,2.5763,20.056,51.67,-34.169,411.71,40.044
1,32,0.11046,16.212,2.0031,-34.169,411.71,40.044
1,32,0.00034281,16.2,0.0055556,Inf,0,0
2,19,0,16.2,0,Inf,0,0
2,19,4.6619,81,226.57,Inf,0,0
2,19,1.0486,81,84.938,Inf,0,0
2,19,1.7516,20.043,88.495,Inf,0,0
2,19,2.389,20.043,47.882,-34.125,400,40
2,19,0.52234,1.8655,5.7218,-34.125,400,40
2,19,0.053606,0,0.05,Inf,0,0
2,20,0,16.2,0,Inf,0,0
2,20,4.6619,81,226.57,Inf,0,0
2,20,1.0807,81,87.534,Inf,0,0
2,20,1.7786,19.103,89.024,Inf,0,0
2,20,2.549,19.103,48.695,-31,403.13,36.875
2,20,0.062271,19.969,1.2165,Inf,0,0
2,20,0.1083,16.2,1.9585,Inf,0,0
2,25,0,16.2,0,Inf,0,0
2,25,4.6619,81,226.57,Inf,0,0
2,25,1.1811,81,95.666,Inf,0,0
2,25,1.8032,18.247,89.483,Inf,0,0
2,25,2.4348,18.247,44.428,-28.283,411.72,34.158
2,25,0.042691,18.84,0.79165,Inf,0,0
2,25,0.54139,0,5.1,Inf,0,0
2,26,0,16.2,0,Inf,0,0
2,26,4.6619,81,226.57,Inf,0,0
2,26,1.1408,81,92.403,Inf,0,0
2,26,1.768,19.473,88.819,Inf,0,0
2,26,2.5984,19.473,50.597,-32.211,407.79,38.086
2,26,0.010472,19.618,0.20469,Inf,0,0
2,26,0.098229,16.2,1.7592,Inf,0,0
2,31,0,16.2,0,Inf,0,0
2,31,4.6619,81,226.57,Inf,0,0
2,31,1.1932,81,96.651,Inf,0,0
2,31,1.7513,20.056,88.488,Inf,0,0
2,31,2.3883,20.056,47.9,-34.169,411.71,40.044
2,31,0.55845,0.62183,5.7738,-34.169,411.71,40.044
2,31,0.017869,0,0.0055556,Inf,0,0
2,32,0,16.2,0,Inf,0,0
2,32,4.6619,81,226.57,Inf,0,0
2,32,1.1932,81,96.651,Inf,0,0
2,32,1.7513,20.056,88.488,Inf,0,0
2,32,2.5763,20.056,51.67,-34.169,411.71,40.044
2,32,0.11046,16.212,2.0031,-34.169,411.71,40.044
2,32,0.00034281,16.2,0.0055556,Inf,0,0
3,19,0,32.4,0,Inf,0,0
3,19,3.4964,81,198.25,Inf,0,0
3,19,1.3983,81,113.26,Inf,0,0
3,19,1.7516,20.043,88.495,Inf,0,0
3,19,2.389,20.043,47.882,-34.125,400,40
3,19,0.52234,1.8655,5.7218,-34.125,400,40
3,19,0.053606,0,0.05,Inf,0,0
3,20,0,32.4,0,Inf,0,0
3,20,3.4964,81,198.25,Inf,0,0
3,20,1.4303,81,115.86,Inf,0,0
3,20,1.7786,19.103,89.024,Inf,0,0
3,20,2.549,19.103,48.695,-31,403.13,36.875
3,20,0.062271,19.969,1.2165,Inf,0,0
3,20,0.1083,16.2,1.9585,Inf,0,0
3,25,0,32.4,0,Inf,0,0
3,25,3.4964,81,198.25,Inf,0,0
3,25,1.5307,81,123.99,Inf,0,0
3,25,1.8032,18.247,89.483,Inf,0,0
3,25,2.4348,18.247,44.428,-28.283,411.72,34.158
3,25,0.042691,18.84,0.79165,Inf,0,0
3,25,0.54139,0,5.1,Inf,0,0
3,26,0,32.4,0,Inf,0,0
3,26,3.4964,81,198.25,Inf,0,0
3,26,1.4904,81,120.72,Inf,0,0
3,26,1.768,19.473,88.819,Inf,0,0
3,26,2.5984,19.473,50.597,-32.211,407.79,38.086
3,26,0.010472,19.618,0.20469,Inf,0,0
3,26,0.098229,16.2,1.7592,Inf,0,0
3,31,0,32.4,0,Inf,0,0
3,31,3.4964,81,198.25,Inf,0,0
3,31,1.5429,81,124.97,Inf,0,0
3,31,1.7513,20.056,88.488,Inf,0,0
3,31,2.3883,20.056,47.9,-34.169,411.71,40.044
3,31,0.55845,0.62183,5.7738,-34.169,411.71,40.044
3,31,0.017869,0,0.0055556,Inf,0,0
3,32,0,32.4,0,Inf,0,0
3,32,3.4964,81,198.25,Inf,0,0
3,32,1.5429,81,124.97,Inf,0,0
3,32,1.7513,20.056,88.488,Inf,0,0
3,32,2.5763,20.056,51.67,-34.169,411.71,40.044
3,32,0.11046,16.212,2.0031,-34.169,411.71,40.044
3,32,0.00034281,16.2,0.0055556,Inf,0,0
4,19,0,48.6,0,Inf,0,0
4,19,2.3309,81,151.04,Inf,0,0
4,19,1.981,81,160.46,Inf,0,0
4,19,1.7516,20.043,88.495,Inf,0,0
4,19,2.389,20.043,47.882,-34.125,400,40
4,19,0.52234,1.8655,5.7218,-34.125,400,40
4,19,0.053606,0,0.05,Inf,0,0
4,20,0,48.6,0,Inf,0,0
4,20,2.3309,81,151.04,Inf,0,0
4,20,2.013,81,163.06,Inf,0,0
4,20,1.7786,19.103,89.024,Inf,0,0
4,20,2.549,19.103,48.695,-31,403.13,36.875
4,20,0.062271,19.969,1.2165,Inf,0,0
4,20,0.1083,16.2,1.9585,Inf,0,0
4,25,0,48.6,0,Inf,0,0
4,25,2.3309,81,151.04,Inf,0,0
4,25,2.1134,81,171.19,Inf,0,0
4,25,1.8032,18.247,89.483,Inf,0,0
4,25,2.4348,18.247,44.428,-28.283,411.72,34.158
4,25,0.042691,18.84,0.79165,Inf,0,0
4,25,0.54139,0,5.1,Inf,0,0
4,26,0,48.6,0,Inf,0,0
4,26,2.3309,81,151.04,Inf,0,0
4,26,2.0731,81,167.93,Inf,0,0
4,26,1.768,19.473,88.819,Inf,0,0
4,26,2.5984,19.473,50.597,-32.211,407.79,38.086
4,26,0.010472,19.618,0.20469,Inf,0,0
4,26,0.098229,16.2,1.7592,Inf,0,0
4,31,0,48.6,0,Inf,0,0
4,31,2.3309,81,151.04,Inf,0,0
4,31,2.1256,81,172.17,Inf,0,0
4,31,1.7513,20.056,88.488,Inf,0,0
4,31,2.3883,20.056,47.9,-34.169,411.71,40.044
4,31,0.55845,0.62183,5.7738,-34.169,411.71,40.044
4,31,0.017869,0,0.0055556,Inf,0,0
4,32,0,48.6,0,Inf,0,0
4,32,2.3309,81,151.04,Inf,0,0
4,32,2.1256,81,172.17,Inf,0,0
4,32,1.7513,20.056,88.488,Inf,0,0
4,32,2.5763,20.056,51.67,-34.169,411.71,40.044
4,32,0.11046,16.212,2.0031,-34.169,411.71,40.044
4,32,0.00034281,16.2,0.0055556,Inf,0,0
5,19,0,64.8,0,Inf,0,0
5,19,1.1655,81,84.963,Inf,0,0
5,19,2.7968,81,226.54,Inf,0,0
5,19,1.7516,20.043,88.495,Inf,0,0
5,19,2.389,20.043,47.882,-34.125,400,40
5,19,0.52234,1.8655,5.7218,-34.125,400,40
5,19,0.053606,0,0.05,Inf,0,0
5,20,0,64.8,0,Inf,0,0
5,20,1.1655,81,84.963,Inf,0,0
5,20,2.8289,81,229.14,Inf,0,0
5,20,1.7786,19.103,89.024,Inf,0,0
5,20,2.549,19.103,48.695,-31,403.13,36.875
5,20,0.062271,19.969,1.2165,Inf,0,0
5,20,0.1083,16.2,1.9585,Inf,0,0
5,25,0,64.8,0,Inf,0,0
5,25,1.1655,81,84.963,Inf,0,0
5,25,2.9293,81,237.27,Inf,0,0
5,25,1.8032,18.247,89.483,Inf,0,0
5,25,2.4348,18.247,44.428,-28.283,411.72,34.158
5,25,0.042691,18.84,0.79165,Inf,0,0
5,25,0.54139,0,5.1,Inf,0,0
5,26,0,64.8,0,Inf,0,0
5,26,1.1655,81,84.963,Inf,0,0
5,26,2.889,81,234.01,Inf,0,0
5,26,1.768,19.473,88.819,Inf,0,0
5,26,2.5984,19.473,50.597,-32.211,407.79,38.086
5,26,0.010472,19.618,0.20469,Inf,0,0
5,26,0.098229,16.2,1.7592,Inf,0,0
5,31,0,64.8,0,Inf,0,0
5,31,1.1655,81,84.963,Inf,0,0
5,31,2.9414,81,238.26,Inf,0,0
5,31,1.7513,20.056,88.488,Inf,0,0
5,31,2.3883,20.056,47.9,-34.169,411.71,40.044
5,31,0.55845,0.62183,5.7738,-34.169,411.71,40.044
5,31,0.017869,0,0.0055556,Inf,0,0
5,32,0,64.8,0,Inf,0,0
5,32,1.1655,81,84.963,Inf,0,0
5,32,2.9414,81,238.26,Inf,0,0
5,32,1.7513,20.056,88.488,Inf,0,0
5,32,2.5763,20.056,51.67,-34.169,411.71,40.044
5,32,0.11046,16.212,2.0031,-34.169,411.71,40.044
5,32,0.00034281,16.2,0.0055556,Inf,0,0
6,19,0,81,0,Inf,0,0
6,19,3.8457,81,311.5,Inf,0,0
6,19,1.7516,20.043,88.495,Inf,0,0
6,19,2.389,20.043,47.882,-34.125,400,40
6,19,0.52234,1.8655,5.7218,-34.125,400,40
6,19,0.053606,0,0.05,Inf,0,0
6,20,0,81,0,Inf,0,0
6,20,3.8778,81,314.1,Inf,0,0
6,20,1.7786,19.103,89.024,Inf,0,0
6,20,2.549,19.103,48.695,-31,403.13,36.875
6,20,0.062271,19.969,1.2165,Inf,0,0
6,20,0.1083,16.2,1.9585,Inf,0,0
6,25,0,81,0,Inf,0,0
6,25,3.9782,81,322.23,Inf,0,0
6,25,1.8032,18.247,89.483,Inf,0,0
6,25,2.4348,18.247,44.428,-28.283,411.72,34.158
6,25,0.042691,18.84,0.79165,Inf,0,0
6,25,0.54139,0,5.1,Inf,0,0
6,26,0,81,0,Inf,0,0
6,26,3.9379,81,318.97,Inf,0,0
6,26,1.768,19.473,88.819,Inf,0,0
6,26,2.5984,19.473,50.597,-32.211,407.79,38.086
6,26,0.010472,19.618,0.20469,Inf,0,0
6,26,0.098229,16.2,1.7592,Inf,0,0
6,31,0,81,0,Inf,0,0
6,31,3.9903,81,323.22,Inf,0,0
6,31,1.7513,20.056,88.488,Inf,0,0
6,31,2.3883,20.056,47.9,-34.169,411.71,40.044
6,31,0.55845,0.62183,5.7738,-34.169,411.71,40.044
