1,19
1,20
1,25
1,26
1,31
1,32
2,19
2,20
2,25
2,26
2,31
2,32
3,19
3,20
3,25
3,26
3,31
3,32
4,19
4,20
4,25
4,26
4,31
4,32
5,19
5,20
5,25
5,26
5,31
5,32
6,19
6,20
6,25
6,26
6,31
6,32
7,19
7,20
7,25
7,26
7,31
7,32
8,19
8,20
8,25
8,26
8,31
8,32
9,19
9,20
9,25
9,26
9,31
9,32
10,19
10,20
10,25
10,26
10,31
10,32
11,19
11,20
11,25
11,26
11,31
11,32
12,19
12,20
12,25
12,26
12,31
12,32
13,19
13,20
13,25
13,26
13,31
13,32
14,19
14,20
14,25
14,26
14,31
14,32
15,19
15,20
15,25
15,26
15,31
15,32
16,19
16,20
16,25
16,26
16,31
16,32
17,19
17,20
17,25
17,26
17,31
17,32
18,19
18,20
18,25
18,26
18,31
18,32
19,37
19,38
19,39
19,40
19,41
19,43
19,44
19,45
19,46
19,47
19,49
19,50
19,51
19,52
19,53
20,37
20,38
20,39
20,40
20,41
20,43
20,44
20,45
20,46
20,47
20,49
20,50
20,51
20,52
20,53
21,37
21,38
21,39
21,40
21,41
21,43
21,44
21,45
21,46
21,47
21,49
21,50
21,51
21,52
21,53
22,37
22,38
22,39
22,40
22,41
22,43
22,44
22,45
22,46
22,47
22,49
22,50
22,51
22,52
22,53
25,37
25,38
25,39
25,40
25,41
25,43
25,44
25,45
25,46
25,47
25,49
25,50
25,51
25,52
25,53
26,37
26,38
26,39
26,40
26,41
26,43
26,44
26,45
26,46
26,47
26,49
26,50
26,51
26,52
26,53
27,37
27,38
27,39
27,40
27,41
27,43
27,44
27,45
27,46
27,47
27,49
27,50
27,51
27,52
27,53
28,37
28,38
28,39
28,40
28,41
28,43
28,44
28,45
28,46
28,47
28,49
28,50
28,51
28,52
28,53
31,37
31,38
31,39
31,40
31,41
31,43
31,44
31,45
31,46
31,47
31,49
31,50
31,51
31,52
31,53
32,37
32,38
32,39
32,40
32,41
32,43
32,44
32,45
32,46
32,47
32,49
32,50
32,51
32,52
32,53
33,37
33,38
33,39
33,40
33,41
33,43
33,44
33,45
33,46
33,47
33,49
33,50
33,51
33,52
33,53
34,43
34,44
34,45
34,46
34,47
34,49
34,50
34,51
34,52
34,53
37,55
37,56
37,57
37,61
37,62
37,63
37,67
37,68
37,69
38,55
38,56
38,57
38,61
38,62
38,63
38,67
38,68
38,69
39,55
39,56
39,57
39,61
39,62
39,63
39,67
39,68
39,69
40,55
40,56
40,57
40,61
40,62
40,63
40,67
40,68
40,69
41,55
41,56
41,57
41,61
41,62
41,63
41,67
41,68
41,69
42,55
42,56
42,57
42,61
42,62
42,63
42,67
42,68
42,69
43,55
43,56
43,61
43,62
43,63
43,67
43,68
43,69
44,55
44,56
44,61
44,62
44,63
44,67
44,68
44,69
45,55
45,56
45,61
45,62
45,63
45,67
45,68
45,69
46,55
46,56
46,61
46,62
46,63
46,67
46,68
46,69
47,55
47,56
47,61
47,62
47,63
47,67
47,68
47,69
48,55
48,56
48,61
48,62
48,63
48,67
48,68
48,69
49,55
49,61
49,62
49,67
49,68
49,69
50,55
50,61
50,62
50,67
50,68
50,69
51,55
51,61
51,62
51,67
51,68
51,69
52,55
52,61
52,62
52,67
52,68
52,69
53,55
53,61
53,62
53,67
53,68
53,69
54,55
54,61
54,62
54,67
54,68
54,69
55,73
55,74
55,75
55,79
55,80
55,81
55,85
55,86
55,87
56,73
56,74
56,75
56,79
56,80
56,81
56,85
56,86
56,87
57,73
57,74
57,75
57,79
57,80
57,81
57,85
57,86
57,87
61,73
61,74
61,75
61,79
61,80
61,81
61,85
61,86
61,87
62,73
62,74
