1,19,0,0,0,Inf,0,0
1,19,5.171,71.876,185.84,Inf,0,0
1,19,1.5686,17.288,69.933,Inf,0,0
1,19,0.63736,17.288,11.018,-24.985,255.77,30
1,19,0.44316,1.8655,4.244,-24.985,255.77,30
1,19,0.053606,0,0.05,Inf,0,0
1,31,0,0,0,Inf,0,0
1,31,5.3525,74.4,199.12,Inf,0,0
1,31,1.7242,14.4,76.553,Inf,0,0
1,31,0.59314,14.4,8.541,-17.335,275.67,22.35
1,31,0.18247,8.0497,2.0482,-17.335,275.67,22.35
1,31,0.23131,0,0.931,Inf,0,0
2,19,0,18.2,0,Inf,0,0
2,19,3.9787,73.505,182.43,Inf,0,0
2,19,1.6154,17.288,73.334,Inf,0,0
2,19,0.63736,17.288,11.018,-24.985,255.77,30
2,19,0.44316,1.8655,4.244,-24.985,255.77,30
2,19,0.053606,0,0.05,Inf,0,0
2,31,0,18.2,0,Inf,0,0
2,31,4.1564,75.974,195.71,Inf,0,0
2,31,1.7694,14.4,79.953,Inf,0,0
2,31,0.59314,14.4,8.541,-17.335,275.67,22.35
2,31,0.18247,8.0497,2.0482,-17.335,275.67,22.35
2,31,0.23131,0,0.931,Inf,0,0
3,19,0,36.4,0,Inf,0,0
3,19,3.0062,78.186,172.23,Inf,0,0
3,19,1.7499,17.288,83.537,Inf,0,0
3,19,0.63736,17.288,11.018,-24.985,255.77,30
3,19,0.44316,1.8655,4.244,-24.985,255.77,30
3,19,0.053606,0,0.05,Inf,0,0
3,31,0,36.4,0,Inf,0,0
3,31,3.1735,80.512,185.51,Inf,0,0
3,31,1.8998,14.4,90.156,Inf,0,0
3,31,0.59314,14.4,8.541,-17.335,275.67,22.35
3,31,0.18247,8.0497,2.0482,-17.335,275.67,22.35
3,31,0.23131,0,0.931,Inf,0,0
4,19,0,54.6,0,Inf,0,0
4,19,2.2172,85.42,155.23,Inf,0,0
4,19,1.9578,17.288,100.54,Inf,0,0
4,19,0.63736,17.288,11.018,-24.985,255.77,30
4,19,0.44316,1.8655,4.244,-24.985,255.77,30
4,19,0.053606,0,0.05,Inf,0,0
4,31,0,54.6,0,Inf,0,0
