229.247 	 46.9696
407.647 	 46.9699
407.647 	 46.9699
470.716 	 46.97
471.728 	 46.9807
472.739 	 47.013
473.75 	 47.0667
474.759 	 47.1418
475.766 	 47.2384
476.771 	 47.3563
477.774 	 47.4956
478.773 	 47.6561
479.768 	 47.8378
480.76 	 48.0407
481.747 	 48.2645
482.729 	 48.5092
483.705 	 48.7748
484.676 	 49.061
485.64 	 49.3678
486.598 	 49.695
487.548 	 50.0425
488.491 	 50.41
489.426 	 50.7976
490.352 	 51.2048
491.269 	 51.6317
492.178 	 52.078
493.076 	 52.5435
493.965 	 53.0279
494.843 	 53.5311
495.71 	 54.0528
496.565 	 54.5929
498.039 	 55.5842
498.039 	 55.5842
499.392 	 56.5315
499.387 	 56.5318
499.428 	 56.5605
500.423 	 57.285
501.392 	 58.0455
502.158 	 58.6898
502.904 	 59.3566
503.631 	 60.0454
504.336 	 60.7556
505.02 	 61.4865
505.682 	 62.2376
506.321 	 63.008
506.937 	 63.7972
507.529 	 64.6044
508.096 	 65.4289
508.639 	 66.27
509.156 	 67.1269
509.648 	 67.9989
510.113 	 68.8852
510.552 	 69.7849
510.964 	 70.6974
511.348 	 71.6217
511.704 	 72.5571
512.033 	 73.5028
512.333 	 74.4578
512.604 	 75.4213
512.846 	 76.3925
513.06 	 77.3705
513.244 	 78.3544
513.399 	 79.3434
513.524 	 80.3366
513.619 	 81.3331
513.684 	 82.3319
513.72 	 83.3323
513.726 	 84.3333
513.702 	 85.334
513.648 	 86.3336
513.564 	 87.3311
513.451 	 88.3256
513.308 	 89.3163
513.135 	 90.3024
512.933 	 91.2828
512.702 	 92.2567
512.442 	 93.2234
512.153 	 94.1818
511.835 	 95.1311
511.49 	 96.0706
511.116 	 96.9994
510.715 	 97.9165
510.287 	 98.8214
509.832 	 99.713
509.351 	 100.591
508.843 	 101.453
508.311 	 102.301
507.753 	 103.132
507.17 	 103.946
506.563 	 104.742
505.933 	 105.52
505.28 	 106.279
504.605 	 107.018
503.908 	 107.736
503.908 	 107.736
476.189 	 135.455
476.189 	 135.455
474.504 	 137.14
474.497 	 137.142
459.752 	 151.887
459.752 	 151.887
459.55 	 152.089
458.836 	 152.798
458.118 	 153.503
457.395 	 154.203
456.668 	 154.898
455.936 	 155.589
455.2 	 156.275
454.46 	 156.956
453.715 	 157.633
452.966 	 158.304
452.213 	 158.971
451.455 	 159.634
450.693 	 160.291
449.928 	 160.943
449.157 	 161.591
448.383 	 162.233
447.605 	 162.871
446.823 	 163.504
446.036 	 164.131
445.246 	 164.754
444.452 	 165.372
443.653 	 165.984
442.851 	 166.591
442.045 	 167.194
441.235 	 167.791
440.422 	 168.383
439.604 	 168.969
438.783 	 169.551
437.958 	 170.127
437.13 	 170.698
436.298 	 171.264
